NAME,the_geom,TEL,URL,ADDRESS1,ADDRESS2,CITY,ZIP
O'reilly William & Co Ltd,POINT (-73.96273074561996 40.773800871637576),(212) 396-1822,,52 E 76th St,,New York, 10021
